label,kind,seed,trust,sigma_min,coherence,topo_margin,coverage,level0,untyped,coord_err,coord_r2
arc_180,arc,3,0.5350488966979741,0.4331005609592225,1.0,0.4331005609592233,0.75,0.3116941191870846,True,0.20480248662770728,0.7951975133722927
arc_180,arc,4,0.5463791032928995,0.4582704000474962,1.0,0.4582704000474962,0.75,0.3091473500939851,True,0.23470734837335794,0.7652926516266421
arc_180,arc,5,0.535714413650023,0.4348650472414943,1.0,0.43486504724149433,0.75,0.3110974056665115,True,0.18858458160791625,0.8114154183920838
arc_180,arc,6,0.5409373654952695,0.44317100933137943,1.0,0.4431710093313793,0.75,0.31443505606364514,True,0.174566033136892,0.825433966863108
arc_180,arc,7,0.5343682024109705,0.43664956151227946,1.0,0.43664956151227935,0.75,0.30470228954667766,True,0.24746181635225917,0.7525381836477408
flat_e6,flat,0,0.5749516278751636,0.41884194842956146,1.0,0.41884194842956124,1.0,0.35814277738582334,True,0.10304437702142111,0.8969556229785789
flat_e6,flat,1,0.573603012229909,0.4152668802390106,1.0,0.4152668802390109,1.0,0.36008292376655493,True,0.1030550682893081,0.8969449317106919
flat_e6,flat,2,0.5654982614505333,0.40115018783759226,1.0,0.40115018783759215,1.0,0.3593704559318651,True,0.09796469399679653,0.9020353060032035
flat_e6,flat,3,0.5583213912618744,0.3972009813580348,1.0,0.3972009813580348,0.9583333333333334,0.35882617664987854,True,0.10367605928510837,0.8963239407148916
flat_e6,flat,4,0.5477875429410819,0.37458578496039296,1.0,0.37458578496039296,0.9583333333333334,0.36681034905942855,True,0.0900463582302874,0.9099536417697126
flat_e6,flat,5,0.5459041733644642,0.3745315371528402,1.0,0.37453153715284004,0.9583333333333334,0.3606522881100485,True,0.10047861987358153,0.8995213801264185
flat_e6,flat,6,0.5530058179125756,0.3842718942348696,1.0,0.3842718942348702,1.0,0.3502444476949629,True,0.09596943075096864,0.9040305692490314
flat_e6,flat,7,0.563905324502531,0.39859359037819125,1.0,0.3985935903781911,1.0,0.35889743549099984,True,0.10821033840981709,0.8917896615901829
flat_e9,flat,0,0.3068915857386502,0.10865256578177918,1.0,0.10865256578177916,0.7916666666666666,0.29127457286056707,True,0.4264132527432921,0.5735867472567079
flat_e9,flat,1,0.3141866877982077,0.10889629953047616,1.0,0.10889629953047603,0.875,0.2950561032085611,True,0.40946566247817007,0.5905343375218299
flat_e9,flat,2,0.30771089571968324,0.10377746571045321,1.0,0.10377746571045318,0.875,0.2927522202465469,True,0.39858796710709576,0.6014120328929042
flat_e9,flat,3,0.2990753319498266,0.10110578513561283,1.0,0.10110578513561287,0.7916666666666666,0.2956709085845319,True,0.4018230941397727,0.5981769058602273
flat_e9,flat,4,0.2986552835251678,0.09833864008615467,1.0,0.09833864008615469,0.8333333333333334,0.29483827461297685,True,0.35929833184539484,0.6407016681546052
flat_e9,flat,5,0.28949958058538144,0.09595529692875022,1.0,0.09595529692875022,0.75,0.29446963880142085,True,0.38255512172047323,0.6174448782795268
flat_e9,flat,6,0.2992549814957983,0.10053785127259443,1.0,0.1005378512725944,0.8333333333333334,0.28492397235085926,True,0.3908172374218609,0.6091827625781391
flat_e9,flat,7,0.2947146506793106,0.1031435535742855,1.0,0.10314355357428548,0.7083333333333334,0.2950439877993769,True,0.4138044225581835,0.5861955774418165
blob,blob,0,0.7748815058890131,0.9479838932142198,1.0,0.9479838932142195,1.0,0.3108669566592873,True,0.006005002763803224,0.9939949972361968
blob,blob,1,0.7592094112091693,0.9172374285451459,1.0,0.917237428545146,1.0,0.2998088017946305,True,0.016767230016248358,0.9832327699837516
blob,blob,2,0.758617084415597,0.9177261533348702,1.0,0.9177261533348698,1.0,0.29832309647767397,True,0.006201059594780012,0.99379894040522
blob,blob,3,0.7736805102547655,0.9506819565903525,1.0,0.9506819565903524,1.0,0.30671695279802025,True,0.011565138815704312,0.9884348611842957
blob,blob,4,0.7751121031190049,0.9481289139590268,1.0,0.9481289139590269,1.0,0.31123455561404667,True,0.007502978762324863,0.9924970212376751
blob,blob,5,0.7841039109916164,0.9979674607389273,1.0,0.987353480384358,1.0,0.30080084905956483,True,0.010488208856876846,0.9895117911431232
blob,blob,6,0.7570680555867618,0.9178168949057686,1.0,0.9178168949057678,1.0,0.2952313770330916,True,0.004914868080587498,0.9950851319194125
blob,blob,7,0.7809005845161612,0.9945831192946823,1.0,0.9637790276122681,1.0,0.3029424853942192,True,0.018534243114188054,0.981465756885812
line,line,0,0.19630304194518192,0.04199994116647094,1.0,0.04199994116647093,0.5833333333333334,0.2832833109551327,True,0.6340600351621,0.36593996483790003
line,line,1,0.1756705404757057,0.03974575442811105,1.0,0.03974575442811107,0.375,0.28241120887217414,True,0.6717550770648669,0.3282449229351331
line,line,2,0.18558972279488833,0.03929846956699017,1.0,0.03929846956699017,0.5,0.2851335596156969,True,0.6906447697336446,0.30935523026635536
line,line,3,0.18650423648591796,0.03863716157540873,1.0,0.0386371615754087,0.5416666666666666,0.27906217064674177,True,0.7342527326232833,0.2657472673767167
line,line,4,0.19540635338962778,0.042145504084793256,1.0,0.04214550408479324,0.5833333333333334,0.2749629012175201,True,0.7959207341386012,0.2040792658613988
line,line,5,0.18721409801672068,0.03794291992677868,1.0,0.037942919926778694,0.5833333333333334,0.27385107915875273,True,0.7493119433580859,0.25068805664191407
line,line,6,0.17605058013752875,0.036767944623860294,1.0,0.036767944623860266,0.4583333333333333,0.272939978741837,True,0.7689176199541028,0.2310823800458972
line,line,7,0.19156675321046665,0.04136866911380744,1.0,0.041368669113807446,0.5416666666666666,0.27830786770550825,True,0.7012382915781906,0.2987617084218094
sparse,circle,0,0.6962705063375914,0.9554107322515741,1.0,0.9506013751834167,0.3125,0.5765691748938603,False,0.0029257497519252773,0.9970742502480747
sparse,circle,1,0.5062841272949594,0.6434416624698024,1.0,0.6434416624698027,0.24305555555555558,0.3305579842544376,True,0.050750994568296015,0.949249005431704
sparse,circle,2,0.5922189930031034,0.8642360710484042,1.0,0.8616342563817423,0.2604166666666667,0.37565358347057265,True,0.0160458377020406,0.9839541622979594
sparse,circle,3,0.6740499707157708,0.847451088068759,1.0,0.8474510880687587,0.3125,0.6199849766333136,False,0.0028803815135722832,0.9971196184864277
sparse,circle,4,0.6612197941629875,0.9208171352973502,1.0,0.9208171352973501,0.2604166666666667,0.5724185113280086,False,0.005794054629226109,0.9942059453707739
sparse,circle,5,0.6374467562142137,0.8753230744185296,1.0,0.8753230744185299,0.3125,0.43957481449090474,True,0.012044809416368985,0.987955190583631
sparse,circle,6,0.6511346467906964,0.9361775556969101,1.0,0.885506781009581,0.3298611111111111,0.4280286011431856,True,0.01320488033586853,0.9867951196641315
sparse,circle,7,0.6250809691414643,0.8307352239496887,1.0,0.830735223949689,0.2777777777777778,0.4978042890964307,True,0.004998305628114874,0.9950016943718851
